temperature,humidity,visibility,wind_speed,hour,weather_condition,risk_level
15.47,64.2,10.75,6.22,18,Thunderstorm,High
24.32,80.0,10.21,0.06,14,Heavy Rain,Medium
-6.14,63.2,8.53,26.27,12,Snow,High
25.36,54.5,4.83,22.27,1,Heavy Rain,High
17.13,60.9,12.63,7.7,7,Snow,Medium
22.53,22.1,9.77,16.91,7,Rain,Medium
19.56,44.4,12.35,13.14,2,Clear,Low
3.16,82.1,2.69,8.82,17,Cloudy,Medium
-2.98,86.5,9.17,20.68,3,Clear,High
6.46,90.3,6.85,6.37,6,Clear,Low
21.78,72.9,9.11,7.72,15,Clear,Low
23.28,24.4,11.83,14.34,12,Rain,Medium
-1.42,53.6,10.11,12.6,13,Heavy Rain,High
3.23,88.8,9.05,6.66,20,Snow,High
6.32,94.2,9.04,3.97,10,Snow,Medium
10.71,89.5,4.32,2.03,14,Clear,Low
-1.34,60.7,6.28,8.74,15,Heavy Rain,High
-2.06,41.5,12.36,4.12,3,Fog,High
5.14,64.3,7.48,20.68,12,Heavy Rain,Medium
16.04,65.3,12.42,16.65,13,Clear,Low
0.83,93.2,11.48,7.64,3,Thunderstorm,High
13.61,69.1,11.64,16.7,3,Cloudy,Low
27.7,65.3,10.0,11.03,6,Cloudy,Low
-0.62,66.3,7.69,9.57,10,Clear,Low
12.52,72.2,8.55,11.51,10,Snow,Medium
27.3,76.3,10.92,27.94,5,Snow,Medium
9.98,52.0,2.62,17.8,9,Snow,High
8.12,46.0,12.73,9.31,6,Clear,Low
28.96,89.7,7.5,20.04,21,Clear,Low
11.33,35.5,8.74,19.72,15,Thunderstorm,Medium
28.25,94.5,8.77,14.34,22,Snow,High
20.15,30.6,8.88,9.04,15,Snow,Low
10.89,54.5,5.06,8.45,12,Heavy Rain,Medium
20.76,82.5,9.46,2.32,11,Clear,Low
18.85,65.0,10.78,13.62,6,Cloudy,Low
27.25,41.3,2.87,6.51,4,Clear,Medium
8.42,72.7,5.1,8.07,19,Cloudy,Low
15.49,66.2,11.69,17.62,9,Clear,Low
14.26,61.1,11.13,27.18,4,Cloudy,Low
23.45,53.8,9.9,15.37,10,Rain,Low
2.7,64.4,6.95,11.05,11,Snow,Medium
27.2,54.5,11.15,11.83,16,Clear,Low
20.6,100.0,5.39,22.24,23,Fog,High
-0.8,60.7,8.59,15.49,23,Clear,High
29.5,58.3,5.08,13.74,20,Fog,Low
41.81,55.3,8.51,14.38,19,Cloudy,Medium
27.02,97.0,5.91,0.86,22,Clear,Low
32.12,35.5,11.27,15.51,17,Heavy Rain,High
16.02,71.5,10.3,4.12,2,Clear,Low
-4.94,60.7,7.29,15.55,5,Rain,High
-7.13,39.4,12.27,5.38,11,Heavy Rain,High
18.06,50.3,6.13,17.32,18,Cloudy,Low
7.9,70.7,8.89,10.62,18,Rain,Medium
4.03,49.4,7.16,1.69,21,Cloudy,Low
14.25,69.7,11.23,9.38,3,Clear,Medium
22.39,96.1,10.93,31.85,14,Rain,High
-2.43,68.1,12.91,8.46,18,Thunderstorm,High
9.61,38.8,9.25,13.5,9,Cloudy,Medium
33.12,49.8,0.12,2.9,8,Clear,High
2.1,59.9,7.71,24.39,15,Clear,Low
25.44,58.7,13.7,19.35,21,Rain,Medium
9.18,67.7,8.03,13.67,10,Thunderstorm,Medium
21.55,70.6,3.25,20.26,10,Snow,High
28.17,96.1,10.35,14.2,1,Heavy Rain,High
23.9,64.9,10.57,12.06,6,Cloudy,Low
25.91,44.3,6.82,6.61,1,Rain,High
1.18,85.8,8.26,8.75,22,Cloudy,Medium
28.36,87.7,6.46,7.82,20,Clear,Low
4.77,69.2,10.57,12.09,17,Cloudy,Low
18.11,60.6,9.17,5.03,5,Cloudy,Low
18.1,76.2,5.5,21.27,11,Snow,Medium
20.82,61.2,8.97,29.52,0,Heavy Rain,High
19.04,28.0,6.8,8.11,23,Cloudy,Low
4.87,75.1,13.38,22.57,1,Cloudy,Low
-1.2,81.1,11.68,10.79,14,Heavy Rain,High
25.47,90.9,8.63,6.58,11,Clear,Low
17.23,51.8,9.24,8.56,14,Cloudy,Low
28.79,69.1,12.04,12.77,1,Fog,Medium
14.46,69.5,8.48,5.51,8,Heavy Rain,High
-1.86,66.5,11.28,17.46,19,Fog,High
26.59,67.1,13.43,7.33,20,Snow,Low
10.56,65.7,7.53,2.34,9,Heavy Rain,High
19.1,68.8,13.94,11.82,14,Clear,Low
7.23,78.3,13.07,5.75,19,Cloudy,Medium
34.73,87.0,9.75,9.05,14,Cloudy,Low
4.48,51.4,7.67,11.51,10,Cloudy,Low
10.95,61.9,9.71,0.06,22,Heavy Rain,Medium
16.29,57.4,8.27,25.13,23,Cloudy,High
1.89,54.8,6.62,19.31,6,Clear,Medium
18.97,35.9,10.6,6.33,1,Cloudy,Medium
34.34,65.4,5.93,11.83,18,Heavy Rain,High
9.11,73.6,7.98,17.72,2,Cloudy,Low
19.74,62.2,8.02,13.88,19,Clear,Low
-17.99,64.8,4.9,28.92,18,Rain,High
14.53,72.5,10.98,9.85,1,Clear,Low
11.24,90.4,8.31,22.7,13,Clear,Low
5.18,57.4,12.9,0.01,17,Clear,Low
27.98,43.9,8.27,1.37,1,Heavy Rain,Medium
11.09,63.4,7.78,27.16,19,Clear,Medium
12.87,98.9,6.29,8.11,2,Clear,Low
10.47,44.1,9.12,1.49,12,Clear,Low
-8.0,76.7,9.13,11.57,0,Snow,High
1.42,85.8,11.23,23.38,2,Clear,Low
26.53,22.4,9.2,5.13,17,Cloudy,Medium
-10.32,72.4,15.0,11.62,1,Clear,Medium
5.8,75.9,10.37,4.69,21,Heavy Rain,Medium
10.2,60.2,6.04,7.78,0,Clear,Low
35.92,53.4,5.79,20.97,15,Cloudy,Low
24.22,54.4,10.6,4.94,8,Cloudy,Low
8.31,59.1,5.95,0.55,14,Rain,Low
30.65,59.6,10.78,5.01,14,Clear,Low
6.11,56.2,11.69,6.51,15,Clear,Low
27.11,58.8,11.76,18.88,13,Cloudy,Low
-1.31,86.4,6.39,15.42,22,Thunderstorm,High
27.88,43.1,11.76,17.16,12,Snow,Medium
10.13,33.5,9.97,12.26,20,Thunderstorm,Low
2.66,86.7,7.18,6.42,10,Cloudy,Low
12.39,61.5,8.52,5.01,14,Cloudy,Low
18.33,58.0,10.41,15.89,16,Heavy Rain,Medium
9.06,63.0,6.98,26.3,9,Cloudy,Medium
21.65,68.8,9.91,3.53,21,Clear,Low
8.0,55.6,13.34,2.84,6,Clear,Low
22.44,74.1,11.89,1.78,19,Thunderstorm,High
20.31,47.7,9.25,19.48,4,Heavy Rain,High
14.27,59.6,9.7,11.62,17,Clear,Low
9.7,25.1,7.39,17.0,19,Heavy Rain,High
16.82,86.1,7.47,7.43,7,Rain,High
21.6,61.8,4.39,17.56,6,Cloudy,Low
39.74,77.1,9.75,9.41,22,Clear,Low
26.27,73.6,11.05,1.9,15,Rain,Medium
26.71,74.9,8.79,20.31,20,Clear,Low
45.0,64.9,6.37,11.67,22,Clear,Low
21.19,72.0,9.2,9.21,22,Cloudy,Low
20.82,47.7,13.03,14.53,19,Clear,Low
23.45,43.9,11.69,1.0,14,Rain,Low
2.89,63.2,8.91,15.88,22,Clear,Low
9.67,52.8,15.0,6.64,7,Heavy Rain,Medium
8.93,90.7,15.0,10.6,13,Cloudy,Low
22.77,71.8,7.56,22.25,10,Cloudy,Medium
12.91,52.1,8.26,17.78,8,Clear,Low
16.66,60.1,11.08,10.41,7,Clear,Low
28.05,67.4,6.26,11.09,23,Clear,Low
25.36,63.8,11.55,11.05,8,Cloudy,Low
13.06,69.9,9.3,4.6,2,Clear,Low
6.96,66.2,10.11,13.5,10,Cloudy,Low
28.62,40.0,7.27,5.12,8,Rain,Medium
24.29,26.3,6.64,0.06,22,Heavy Rain,High
-4.28,58.3,3.04,16.32,18,Cloudy,High
11.24,75.1,13.45,23.76,11,Cloudy,Low
16.99,58.5,11.82,5.51,19,Fog,Medium
24.35,87.3,11.02,19.88,9,Cloudy,Low
25.92,64.2,10.04,18.52,5,Clear,Low
18.41,89.4,2.09,3.21,15,Clear,Low
22.02,85.7,6.75,5.45,14,Clear,Low
15.77,83.9,8.23,28.23,6,Rain,Medium
6.91,43.3,5.76,1.95,4,Clear,Medium
11.86,65.3,3.92,6.52,0,Cloudy,Medium
15.23,87.0,6.07,29.69,9,Clear,Medium
14.58,69.9,9.15,6.88,17,Cloudy,Medium
-7.63,75.0,9.15,24.18,19,Rain,High
10.23,40.0,11.72,2.8,7,Clear,Low
15.67,99.5,15.0,13.24,15,Clear,Low
11.62,50.8,11.06,21.77,5,Snow,Medium
12.04,29.1,8.47,7.79,4,Rain,High
20.86,58.7,14.4,12.9,12,Thunderstorm,Medium
2.05,20.9,4.25,18.7,7,Clear,Medium
-4.54,45.5,2.76,3.88,3,Rain,High
10.82,100.0,6.34,32.16,5,Clear,Low
24.17,58.2,11.44,21.34,6,Cloudy,Low
35.25,39.3,9.51,8.78,7,Heavy Rain,Medium
24.39,65.5,5.62,9.89,12,Clear,Low
-2.62,48.8,6.82,29.21,20,Cloudy,Low
12.21,80.6,5.28,8.81,23,Clear,Medium
18.08,49.0,5.28,7.75,13,Clear,Low
17.13,69.9,13.65,22.32,5,Rain,Low
21.47,44.4,8.57,0.61,4,Clear,Low
4.0,100.0,14.31,11.3,11,Cloudy,Low
15.78,74.1,6.33,12.76,16,Rain,Medium
20.04,62.4,10.47,5.67,12,Cloudy,Low
24.91,59.7,9.68,2.09,3,Clear,Low
5.33,55.0,11.64,12.62,17,Clear,Medium
10.86,51.3,9.76,18.19,7,Cloudy,Medium
-17.45,50.8,11.96,5.89,12,Thunderstorm,Medium
7.54,95.2,10.66,1.38,20,Thunderstorm,High
8.71,55.1,5.73,23.3,17,Cloudy,Low
2.76,26.7,11.2,16.75,12,Cloudy,Medium
16.99,44.0,8.69,8.74,20,Rain,Low
14.33,81.7,6.67,20.29,4,Snow,Medium
-12.11,60.5,11.08,14.18,6,Cloudy,Medium
17.59,62.6,11.76,28.1,6,Rain,Medium
3.86,86.1,7.55,17.98,20,Clear,Low
20.83,51.0,7.95,0.51,20,Snow,High
-0.38,76.4,4.84,6.07,6,Cloudy,Medium
15.36,53.0,3.59,6.5,4,Cloudy,High
11.6,75.4,8.27,14.79,19,Clear,Medium
18.64,58.0,11.38,9.27,10,Clear,Low
16.5,60.7,7.28,1.85,15,Cloudy,Low
11.94,79.8,13.28,17.3,4,Fog,High
-3.44,78.5,8.38,21.0,13,Cloudy,Medium
-2.73,62.0,8.4,11.08,16,Cloudy,Medium
7.99,56.5,8.13,13.89,11,Clear,Low
14.9,93.8,11.94,3.29,19,Clear,Low
7.7,75.6,6.12,7.3,13,Rain,Low
22.5,58.0,8.61,7.67,12,Thunderstorm,Medium
11.65,53.2,7.36,17.03,5,Cloudy,Low
3.42,83.4,7.32,14.3,16,Clear,Low
11.66,67.1,9.11,9.03,11,Cloudy,Low
17.71,62.1,8.66,8.68,15,Cloudy,Low
18.9,67.1,12.16,5.71,14,Heavy Rain,High
37.54,71.1,8.97,26.45,8,Cloudy,Medium
6.97,64.0,10.67,6.77,9,Fog,High
14.12,86.7,9.52,15.8,7,Rain,High
20.11,87.7,13.21,12.34,9,Clear,Low
14.72,74.6,8.09,9.61,20,Clear,Low
8.99,89.7,8.1,11.93,8,Cloudy,Low
-3.59,65.2,11.24,6.03,2,Heavy Rain,High
8.87,77.4,8.05,17.88,19,Cloudy,Low
2.12,83.1,10.5,0.18,5,Heavy Rain,Medium
-5.72,83.3,15.0,14.95,9,Clear,High
5.45,81.5,6.06,5.9,4,Cloudy,Medium
2.43,76.4,13.6,8.16,13,Clear,Low
22.01,100.0,7.52,8.4,6,Cloudy,Low
22.21,55.3,13.01,10.51,23,Cloudy,Low
4.15,62.2,11.06,16.52,10,Fog,Medium
11.88,61.1,10.8,11.68,0,Cloudy,Medium
-7.3,58.4,8.55,20.4,13,Cloudy,Low
9.07,29.2,8.25,21.4,5,Rain,Low
19.79,89.7,6.83,14.78,8,Rain,Medium
24.9,46.5,9.02,18.14,22,Clear,Low
6.44,68.1,8.45,30.22,4,Rain,High
27.62,39.4,9.57,0.72,17,Cloudy,Low
-3.19,76.2,4.77,21.69,16,Cloudy,High
0.03,50.9,9.07,25.9,9,Thunderstorm,High
23.52,44.6,12.79,15.9,10,Heavy Rain,Medium
35.05,68.5,11.83,29.14,2,Snow,High
20.92,52.4,9.07,27.96,11,Snow,Medium
14.52,54.7,15.0,8.97,12,Rain,Low
-11.34,68.1,7.27,9.66,14,Clear,Low
-9.27,79.4,8.74,16.78,18,Cloudy,Medium
16.55,50.3,4.65,6.38,22,Heavy Rain,High
10.7,47.2,7.79,36.4,10,Clear,Low
1.73,65.4,14.36,19.1,21,Thunderstorm,Medium
15.79,74.7,7.9,12.42,20,Clear,Low
16.38,91.3,4.42,0.69,7,Cloudy,Medium
26.33,45.7,11.62,14.27,6,Clear,Low
16.64,59.3,10.17,1.33,12,Heavy Rain,Medium
29.74,86.2,11.49,18.84,11,Rain,Medium
15.1,100.0,8.11,10.52,8,Cloudy,Low
13.62,47.1,5.98,24.45,2,Clear,Low
27.77,51.7,8.45,8.18,19,Cloudy,Low
3.26,71.9,10.66,3.23,12,Cloudy,Low
45.0,54.6,8.78,11.85,4,Clear,Low
19.5,51.3,10.16,12.15,20,Clear,Low
19.57,69.4,7.39,11.42,22,Snow,Medium
21.3,92.9,10.28,24.42,3,Cloudy,Low
37.53,41.4,8.99,15.43,12,Clear,Low
24.51,92.0,6.88,19.16,14,Clear,Low
-4.26,54.7,9.42,9.76,5,Rain,Medium
31.84,71.2,7.84,15.84,7,Cloudy,Low
10.91,93.6,10.85,0.22,9,Clear,Low
16.29,70.9,11.62,14.32,8,Clear,Low
-0.35,59.6,10.5,5.18,16,Clear,Medium
21.31,77.9,4.1,23.88,0,Rain,Medium
7.18,61.9,6.11,12.68,15,Snow,Low
16.2,74.4,7.09,17.97,12,Snow,Medium
11.59,61.3,6.61,14.36,18,Cloudy,Medium
38.1,80.5,7.37,28.26,23,Cloudy,Medium
38.79,39.9,11.78,2.04,10,Clear,Low
15.56,46.8,11.1,10.98,3,Heavy Rain,High
15.77,39.6,7.73,3.36,10,Heavy Rain,High
10.52,64.0,10.78,6.45,5,Fog,Medium
28.27,37.5,9.99,2.77,12,Thunderstorm,Medium
11.05,52.5,8.9,22.55,5,Rain,Low
9.94,45.1,12.44,11.73,0,Clear,Medium
26.74,91.6,7.02,10.02,13,Thunderstorm,Medium
8.54,47.2,9.16,18.96,7,Clear,Low
14.55,41.8,5.85,13.04,4,Clear,Low
-3.98,69.5,5.99,17.52,0,Snow,High
23.45,95.4,4.92,14.91,22,Cloudy,Medium
38.29,62.9,6.04,16.88,20,Clear,Low
23.65,64.3,9.25,7.95,16,Cloudy,Low
32.54,88.2,8.09,21.42,8,Heavy Rain,High
4.85,80.8,8.19,1.09,15,Clear,Low
17.84,72.7,8.1,11.23,12,Cloudy,Low
3.68,54.5,14.32,21.87,0,Clear,Low
12.27,73.2,5.59,10.61,21,Cloudy,Low
24.27,40.5,5.27,8.12,11,Clear,Low
16.22,53.8,6.46,32.6,11,Rain,Low
-1.95,90.8,8.78,24.77,19,Clear,Low
-0.78,88.4,10.54,13.27,17,Cloudy,High
-1.57,72.9,10.86,3.27,12,Heavy Rain,Low
20.9,30.3,11.83,6.32,20,Clear,Low
39.77,43.3,8.68,18.38,17,Rain,High
31.35,52.8,7.81,23.39,13,Cloudy,Low
-7.75,61.9,13.9,15.56,16,Cloudy,Medium
32.05,42.5,0.65,3.4,3,Rain,High
26.24,60.6,9.19,13.44,22,Fog,Low
-3.54,96.8,10.29,7.62,21,Snow,High
11.36,72.2,14.62,13.45,8,Fog,Medium
28.15,68.9,4.02,29.49,0,Clear,Medium
21.61,46.7,7.74,19.1,19,Cloudy,Medium
-0.71,35.5,4.93,17.18,12,Heavy Rain,High
22.33,42.9,3.61,11.59,6,Snow,High
-10.65,34.8,8.39,15.73,23,Cloudy,Medium
12.33,66.4,11.5,5.49,13,Clear,Low
28.66,71.9,12.62,16.99,4,Cloudy,High
15.22,47.6,7.4,10.26,14,Heavy Rain,Medium
9.01,67.7,11.0,4.6,18,Rain,Medium
25.67,91.4,8.41,19.34,10,Clear,Low
26.7,100.0,10.67,8.08,16,Clear,Low
30.72,78.9,12.46,7.1,2,Fog,Low
25.49,61.9,8.42,17.52,6,Cloudy,Low
27.98,78.3,12.23,23.02,10,Snow,Low
23.79,89.3,5.36,16.25,2,Snow,High
18.19,28.9,10.97,5.95,4,Fog,Medium
16.07,91.7,12.1,11.54,12,Cloudy,Low
12.15,55.2,11.79,14.62,11,Rain,Medium
0.45,55.4,5.44,26.04,8,Rain,High
3.54,58.6,8.38,20.29,0,Clear,Low
11.62,70.8,9.91,20.35,9,Cloudy,Low
17.9,45.0,10.33,12.59,11,Cloudy,Low
32.29,59.9,9.35,2.36,23,Clear,Low
14.5,74.5,13.29,0.65,9,Cloudy,Low
27.04,68.9,5.11,9.29,12,Cloudy,Low
27.95,71.9,8.28,18.29,0,Heavy Rain,High
12.22,59.2,3.94,7.48,4,Snow,High
22.14,77.5,10.86,17.15,14,Rain,Low
12.08,84.0,10.66,4.85,11,Heavy Rain,Medium
30.87,82.9,15.0,6.24,7,Clear,Low
22.63,72.7,12.08,24.67,9,Cloudy,Medium
0.71,81.9,9.99,18.9,13,Clear,Low
16.94,80.7,9.76,9.24,10,Cloudy,Low
34.78,100.0,8.05,4.53,21,Rain,Medium
12.83,86.9,9.39,20.54,5,Fog,Medium
20.37,63.4,9.83,19.89,20,Cloudy,Low
21.55,48.6,3.11,17.75,22,Cloudy,Medium
2.56,60.3,9.59,10.4,12,Clear,Low
21.13,59.0,9.3,2.15,4,Rain,Medium
-1.73,74.2,14.26,11.87,11,Clear,Low
7.49,52.4,8.6,24.67,21,Cloudy,Low
27.91,86.5,6.7,3.82,12,Cloudy,Low
19.28,40.0,9.81,12.43,15,Clear,Low
11.35,35.6,9.22,26.72,9,Heavy Rain,High
20.36,62.6,8.61,9.26,13,Rain,Low
14.28,49.8,5.16,10.85,7,Snow,High
15.15,42.4,8.53,0.15,6,Fog,Medium
22.88,53.5,7.26,17.61,3,Cloudy,Low
6.27,51.3,8.35,5.33,16,Heavy Rain,High
15.48,65.2,11.2,1.99,21,Clear,Low
11.25,53.8,6.98,3.42,8,Cloudy,Low
-4.03,55.3,8.34,13.88,1,Snow,High
3.95,64.9,10.62,2.22,9,Fog,High
33.82,83.3,8.19,0.47,8,Cloudy,Low
19.62,91.5,15.0,17.03,14,Heavy Rain,Medium
-0.88,67.7,9.75,11.35,3,Heavy Rain,High
-3.48,69.1,5.27,3.77,18,Clear,Medium
13.65,61.7,6.48,9.11,1,Rain,High
33.73,73.7,6.18,27.64,9,Cloudy,Low
12.76,72.0,6.52,23.54,4,Clear,Low
30.68,88.9,10.61,11.03,20,Cloudy,Low
19.22,31.0,5.68,19.35,10,Thunderstorm,Medium
20.66,60.8,8.01,13.09,21,Heavy Rain,Medium
-1.03,71.1,12.43,3.97,13,Clear,Low
26.25,64.5,7.44,5.58,18,Clear,Low
10.98,48.1,11.01,3.82,21,Clear,Low
25.36,41.6,3.95,2.18,19,Clear,Low
5.23,79.5,7.89,14.44,16,Clear,Low
17.12,51.4,6.34,7.05,19,Rain,Medium
19.22,33.4,9.9,15.83,19,Cloudy,Low
13.15,80.4,5.9,15.97,16,Rain,Medium
19.85,73.3,15.0,18.21,13,Rain,Medium
11.8,62.9,4.08,3.62,12,Clear,Low
7.21,48.5,12.41,16.64,4,Fog,Medium
34.27,63.0,11.63,3.4,13,Thunderstorm,High
27.59,86.9,9.93,18.4,20,Clear,Low
5.87,35.9,9.16,23.0,20,Clear,Low
21.82,36.8,14.56,18.51,11,Snow,Medium
6.09,53.7,15.0,10.41,11,Rain,Low
0.78,64.5,8.38,17.1,18,Thunderstorm,High
27.41,56.1,9.47,1.8,23,Clear,Low
-5.45,76.6,7.34,3.83,0,Heavy Rain,High
26.12,84.6,5.49,16.2,16,Cloudy,Medium
11.97,70.0,10.39,23.77,10,Cloudy,Low
12.46,75.1,9.75,0.92,5,Clear,Low
19.92,69.9,4.17,12.14,8,Rain,High
21.97,65.2,10.37,15.95,23,Cloudy,Low
5.08,41.7,9.85,6.47,7,Clear,Low
23.61,46.5,7.2,8.95,12,Snow,Medium
16.36,40.7,7.0,17.52,16,Clear,Low
-0.07,62.3,10.27,12.97,6,Clear,Medium
12.96,69.2,13.83,13.01,19,Clear,Medium
31.58,38.9,10.2,3.16,1,Rain,Medium
35.12,66.3,11.34,11.72,20,Clear,Low
23.61,49.2,6.5,8.42,16,Thunderstorm,High
0.72,45.8,7.76,8.9,19,Heavy Rain,High
20.89,53.7,10.82,7.13,2,Fog,Low
25.21,44.8,4.92,11.75,19,Clear,Medium
23.71,75.9,9.62,4.19,6,Rain,Medium
24.42,62.0,10.48,12.11,20,Snow,Low
19.36,79.7,8.88,8.71,8,Thunderstorm,High
14.13,57.0,9.96,3.61,16,Rain,Medium
7.7,57.7,9.17,5.54,23,Fog,High
-7.78,98.7,7.13,20.53,18,Clear,High
19.08,35.8,5.47,18.72,1,Clear,Medium
17.23,88.1,8.73,4.76,5,Cloudy,Low
21.69,94.8,12.91,18.14,3,Clear,Low
-1.05,78.8,12.07,2.78,22,Fog,High
22.74,59.1,7.96,9.24,7,Clear,Low
39.65,90.7,7.9,7.23,12,Clear,Low
15.94,59.2,7.68,9.5,13,Cloudy,Low
14.26,52.3,7.68,17.82,6,Rain,Low
18.71,58.0,9.86,8.38,8,Clear,Low
39.39,54.7,12.17,8.94,10,Snow,Medium
2.72,48.0,15.0,18.69,0,Fog,High
17.44,85.0,6.51,12.56,19,Cloudy,Low
5.4,51.1,10.95,6.67,21,Clear,Low
8.44,64.5,10.63,14.17,16,Clear,Low
14.4,39.0,8.01,20.93,10,Clear,Low
31.17,65.6,5.92,21.5,3,Clear,Low
36.61,44.2,9.83,0.08,7,Cloudy,Medium
20.38,43.8,15.0,0.53,10,Cloudy,Low
10.48,63.0,9.81,20.99,4,Clear,Low
44.91,84.0,6.64,9.41,18,Snow,Medium
9.87,72.9,8.53,7.8,10,Rain,Low
8.15,74.2,5.58,5.43,16,Rain,Low
-6.3,62.7,9.06,8.05,12,Rain,Medium
31.75,59.0,11.05,9.19,4,Snow,High
26.62,79.2,6.92,18.88,15,Rain,Low
44.01,54.9,0.1,3.64,17,Clear,High
-1.67,80.0,9.83,20.42,10,Cloudy,Medium
32.5,87.2,7.5,14.57,16,Cloudy,Medium
15.84,49.9,6.75,0.42,23,Clear,Low
24.67,52.5,6.72,9.12,5,Fog,Low
-4.77,55.2,10.2,16.45,21,Clear,Low
32.62,38.6,7.78,12.36,7,Heavy Rain,Medium
24.44,56.6,11.79,15.41,1,Thunderstorm,High
14.53,88.4,11.86,6.71,10,Clear,Low
22.74,46.2,8.19,16.99,19,Cloudy,Medium
5.81,88.9,7.44,8.41,16,Clear,Medium
8.05,57.2,9.38,34.92,7,Snow,High
9.44,100.0,8.56,0.12,22,Heavy Rain,Medium
-7.23,52.7,3.74,36.28,23,Fog,High
25.34,62.4,14.74,3.44,23,Clear,Low
29.3,48.6,11.14,23.44,13,Heavy Rain,Medium
6.58,52.6,7.61,19.45,16,Cloudy,Medium
19.18,89.1,3.25,3.81,12,Cloudy,Low
11.81,73.5,8.46,17.4,9,Fog,Medium
18.94,83.5,7.24,7.54,12,Snow,Low
7.47,41.3,8.82,14.47,1,Rain,Medium
4.4,76.8,2.51,13.33,3,Clear,Medium
27.62,47.5,7.58,8.86,14,Clear,Low
14.23,40.9,7.77,8.11,10,Clear,Low
39.27,69.3,8.42,15.07,11,Clear,Low
15.56,69.1,8.29,3.87,21,Heavy Rain,Medium
3.89,66.0,9.16,4.21,16,Cloudy,Low
29.72,77.9,13.56,20.59,1,Clear,Low
22.57,80.7,7.45,15.86,23,Clear,Low
23.72,91.5,6.27,0.24,20,Clear,Low
29.29,43.6,3.82,2.97,4,Cloudy,High
7.17,92.0,7.47,7.23,20,Clear,Low
13.47,98.9,4.8,20.19,8,Cloudy,Medium
12.94,58.4,11.88,18.2,8,Clear,Low
-0.49,35.0,8.71,2.2,13,Clear,Low
11.84,40.1,11.82,17.85,21,Cloudy,Low
31.04,56.7,13.4,29.87,8,Cloudy,Low
17.85,100.0,6.4,1.85,13,Cloudy,Low
-1.15,65.3,7.96,6.46,4,Thunderstorm,High
-3.67,53.9,13.0,2.05,2,Clear,High
34.98,52.7,9.57,20.54,14,Fog,Medium
13.92,41.2,10.56,11.14,5,Fog,Low
7.23,80.7,12.1,8.42,0,Thunderstorm,High
11.71,63.3,11.69,14.05,0,Snow,High
-2.73,100.0,10.23,6.99,9,Heavy Rain,High
32.08,76.3,13.19,8.39,5,Clear,Low
10.28,79.9,8.8,14.47,23,Clear,Medium
31.41,60.6,10.56,6.51,11,Rain,Medium
15.62,45.4,8.47,7.78,11,Cloudy,Low
32.15,49.3,12.06,10.59,3,Rain,Medium
18.08,40.4,6.9,12.82,2,Clear,Medium
25.24,81.4,3.95,17.41,7,Clear,Medium
23.63,58.1,10.96,17.25,20,Rain,Medium
22.48,82.1,5.94,1.5,14,Rain,Low
19.18,67.4,5.64,24.67,4,Cloudy,Medium
12.21,59.7,12.79,12.53,0,Clear,Low
37.99,43.9,11.9,9.02,6,Snow,High
4.12,70.4,7.97,3.87,6,Snow,Medium
15.05,61.1,0.1,29.9,23,Clear,High
15.18,81.2,10.6,33.24,4,Heavy Rain,Medium
19.83,52.1,10.99,28.8,18,Clear,Low
9.85,76.1,10.55,13.09,9,Cloudy,Low
18.78,94.5,10.41,15.1,7,Cloudy,Low
12.97,69.9,8.46,25.42,5,Cloudy,Low
-3.98,79.1,7.77,9.83,15,Cloudy,Low
15.11,75.3,5.68,16.87,16,Cloudy,Medium
1.79,99.2,6.91,14.04,11,Rain,High
-5.81,71.7,9.96,29.27,22,Cloudy,Medium
16.64,77.6,10.01,24.93,21,Rain,Medium
20.85,64.3,11.37,10.76,18,Cloudy,Low
21.32,51.1,4.78,25.73,13,Thunderstorm,High
21.81,43.3,4.02,11.97,12,Rain,Medium
-8.19,87.8,7.86,7.09,15,Snow,High
-1.33,46.8,5.94,9.43,13,Cloudy,Low
38.68,78.4,9.56,13.33,3,Clear,Medium
2.43,72.5,5.07,4.93,15,Clear,Low
22.33,81.5,12.54,7.34,5,Snow,Medium
6.76,55.7,6.53,0.99,17,Rain,Medium
15.96,50.8,13.78,4.6,0,Snow,High
7.4,71.8,10.57,14.11,1,Rain,Medium
21.74,59.7,5.83,21.38,14,Clear,Low
16.64,42.8,15.0,20.23,18,Cloudy,Low
9.62,99.9,9.8,15.87,13,Cloudy,Low
2.4,50.8,9.5,1.76,4,Cloudy,High
18.21,47.1,8.8,4.25,7,Rain,Medium
0.45,60.6,10.4,10.22,10,Cloudy,Medium
20.13,87.6,10.58,20.67,5,Rain,Medium
45.0,26.0,6.41,6.99,23,Clear,Medium
31.2,86.1,8.36,1.02,10,Cloudy,Low
23.62,48.6,9.35,25.03,21,Clear,Low
13.97,69.8,10.75,5.39,2,Cloudy,Low
-8.27,52.8,10.8,1.85,11,Clear,Low
-0.87,100.0,9.49,14.05,20,Clear,Low
30.39,67.2,7.35,11.55,6,Fog,Medium
5.52,52.3,7.2,7.5,19,Clear,Medium
6.61,59.6,5.43,12.0,18,Rain,Low
13.01,66.6,10.78,3.67,14,Rain,Low
2.26,68.2,7.15,7.4,1,Cloudy,Medium
0.28,72.9,8.42,11.67,21,Rain,Medium
14.39,65.0,9.71,6.32,11,Rain,Low
4.3,40.2,9.01,20.6,14,Snow,Medium
6.11,58.9,8.98,0.36,16,Clear,Low
